Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM51,OUT019,560.9513938017886
FDT52,OUT027,4854.174803091215
FDL26,OUT046,2215.202143413313
NCZ42,OUT046,2372.236686476271
DRI47,OUT019,591.0978155074495
FDW40,OUT013,2905.1529344649775
FDN34,OUT046,2215.202143413313
FDS01,OUT035,2680.4360578940546
NCG55,OUT045,2058.4028327749943
FDC11,OUT035,2058.4028327749943
FDX35,OUT018,2988.3802266488597
NCB06,OUT046,2215.202143413313
FDR09,OUT019,665.5600388401357
FDC53,OUT017,2058.4028327749943
FDY45,OUT013,3279.122020033913
FDA22,OUT010,620.1462288190617
FDE02,OUT035,2058.4028327749943
FDW21,OUT045,2058.4028327749943
FDV34,OUT046,1511.8648745352675
FDS59,OUT049,1741.5185546995972
NCW17,OUT017,2058.4028327749943
NCK54,OUT046,1741.5185546995972
FDG17,OUT019,665.5600388401357
FDG35,OUT017,2678.647018046256
FDD08,OUT010,605.4702992259897
NCO07,OUT017,2552.469375751121
FDJ10,OUT010,620.1462288190617
FDW36,OUT017,2058.4028327749943
FDW21,OUT010,612.7531474763858
FDY19,OUT017,2058.4028327749943
DRE03,OUT013,2378.4258839367703
NCC55,OUT049,1511.8648745352675
FDH52,OUT010,605.4702992259897
FDO09,OUT017,2552.469375751121
FDU43,OUT045,2552.469375751121
FDX09,OUT010,620.1462288190617
FDH40,OUT019,560.9513938017886
FDW58,OUT017,2058.4028327749943
FDC47,OUT017,2552.469375751121
NCR41,OUT035,2058.4028327749943
DRG49,OUT035,2552.469375751121
FDC52,OUT027,4357.564167945137
FDY13,OUT046,1511.8648745352675
FDY35,OUT013,2378.4258839367703
FDI35,OUT017,2678.647018046256
NCU18,OUT049,2215.202143413313
FDY33,OUT018,2690.015344454029
FDC15,OUT027,4357.564167945137
FDU01,OUT049,2215.202143413313
NCU42,OUT046,2215.202143413313
NCV29,OUT018,2690.015344454029
NCY30,OUT017,2678.647018046256
FDQ46,OUT049,1741.5185546995972
FDG58,OUT027,4357.564167945137
FDK33,OUT017,2552.469375751121
NCD07,OUT045,2058.4028327749943
NCX29,OUT027,4357.564167945137
NCT42,OUT013,2905.1529344649775
DRN59,OUT035,1891.3415277651884
FDI44,OUT035,2058.4028327749943
FDA45,OUT049,2215.202143413313
FDP31,OUT045,1889.5524879173902
FDY01,OUT046,1741.5185546995972
FDT09,OUT018,2310.4652969675276
DRH03,OUT027,3732.6838384437897
FDA36,OUT018,2690.015344454029
NCF31,OUT017,2678.647018046256
FDG14,OUT049,2215.202143413313
FDG28,OUT027,4854.174803091215
FDU14,OUT049,2372.236686476271
FDY47,OUT019,560.9513938017886
FDI56,OUT049,1741.5185546995972
DRD01,OUT013,2378.4258839367703
FDM22,OUT046,1511.8648745352675
FDH33,OUT013,2378.4258839367703
DRZ24,OUT013,2507.0468029407252
NCQ38,OUT046,1741.5185546995972
FDO16,OUT027,3732.6838384437897
FDU07,OUT027,4357.564167945137
NCB07,OUT013,2905.1529344649775
FDU48,OUT045,2058.4028327749943
NCM43,OUT045,2678.647018046256
FDR31,OUT010,620.1462288190617
DRK49,OUT018,2200.5494371790905
NCI30,OUT010,760.4116001552943
DRD60,OUT017,2678.647018046256
NCG19,OUT046,2372.236686476271
FDH12,OUT035,2058.4028327749943
FDM32,OUT035,2058.4028327749943
FDM27,OUT035,2680.4360578940546
NCU53,OUT027,4357.564167945137
NCQ18,OUT046,1741.5185546995972
FDS10,OUT013,2905.1529344649775
FDB33,OUT027,4357.564167945137
FDI12,OUT013,2507.0468029407252
NCW42,OUT013,3279.122020033913
NCC06,OUT018,2310.4652969675276
FDW02,OUT017,2058.4028327749943
NCD43,OUT017,2058.4028327749943
FDM57,OUT018,2310.4652969675276
FDA58,OUT017,2552.469375751121
FDK56,OUT046,2215.202143413313
FDP52,OUT045,2552.469375751121
FDW20,OUT018,2310.4652969675276
FDS52,OUT049,1741.5185546995972
NCT29,OUT018,2310.4652969675276
NCL54,OUT013,2905.1529344649775
FDC05,OUT045,2678.647018046256
FDF34,OUT035,2680.4360578940546
FDP03,OUT027,3732.6838384437897
FDD32,OUT010,612.7531474763858
FDZ10,OUT045,2058.4028327749943
FDZ40,OUT035,1891.3415277651884
FDD51,OUT018,2200.5494371790905
NCY30,OUT019,591.0978155074495
FDP58,OUT017,2552.469375751121
FDV49,OUT017,2552.469375751121
FDY24,OUT019,559.9386934868253
NCO55,OUT017,2058.4028327749943
FDR13,OUT017,2058.4028327749943
FDS51,OUT017,1889.5524879173902
FDP26,OUT045,2058.4028327749943
NCB54,OUT027,3732.6838384437897
FDF32,OUT017,2678.647018046256
FDN31,OUT018,2690.015344454029
DRM48,OUT017,1889.5524879173902
FDN20,OUT049,2215.202143413313
DRL01,OUT046,2372.236686476271
FDV56,OUT049,1741.5185546995972
DRH13,OUT027,3732.6838384437897
FDA03,OUT017,2678.647018046256
FDF47,OUT027,4854.174803091215
FDX32,OUT046,2215.202143413313
FDX57,OUT049,1741.5185546995972
NCA30,OUT045,2678.647018046256
FDO49,OUT013,2378.4258839367703
FDL04,OUT019,560.9513938017886
DRM48,OUT035,1891.3415277651884
FDR16,OUT013,3279.122020033913
NCC19,OUT018,2690.015344454029
NCE42,OUT045,2552.469375751121
FDY24,OUT017,1889.5524879173902
FDH19,OUT049,2215.202143413313
FDJ46,OUT013,2905.1529344649775
FDN45,OUT010,760.4116001552943
FDY08,OUT035,2058.4028327749943
FDZ37,OUT035,2058.4028327749943
NCT30,OUT045,1889.5524879173902
DRY23,OUT018,2200.5494371790905
NCZ30,OUT018,2310.4652969675276
FDC44,OUT018,2310.4652969675276
FDB45,OUT035,2058.4028327749943
FDY04,OUT013,2905.1529344649775
FDM27,OUT046,2215.202143413313
FDZ43,OUT017,2552.469375751121
FDT39,OUT019,591.0978155074495
NCC06,OUT019,560.9513938017886
FDL15,OUT027,4357.564167945137
FDL57,OUT017,2552.469375751121
FDU08,OUT046,1741.5185546995972
FDK40,OUT017,2552.469375751121
FDQ12,OUT010,760.4116001552943
FDS48,OUT017,2678.647018046256
FDP09,OUT045,2552.469375751121
FDW21,OUT049,1741.5185546995972
FDY25,OUT035,2680.4360578940546
DRE13,OUT017,2058.4028327749943
FDV43,OUT019,559.9386934868253
FDD22,OUT045,2058.4028327749943
FDM46,OUT019,560.9513938017886
NCO30,OUT010,620.1462288190617
FDM25,OUT046,2215.202143413313
NCN41,OUT049,1741.5185546995972
FDU24,OUT045,2058.4028327749943
FDZ50,OUT046,2215.202143413313
FDP45,OUT013,3279.122020033913
NCM54,OUT045,2058.4028327749943
FDW10,OUT019,591.0978155074495
FDP20,OUT017,2058.4028327749943
FDK32,OUT046,2215.202143413313
FDN52,OUT049,1741.5185546995972
FDM58,OUT045,2058.4028327749943
FDZ46,OUT027,3732.6838384437897
NCA18,OUT018,2310.4652969675276
FDD35,OUT046,1741.5185546995972
NCK31,OUT035,1891.3415277651884
FDI40,OUT027,3732.6838384437897
FDT50,OUT019,560.9513938017886
NCT06,OUT046,2215.202143413313
FDT31,OUT035,2680.4360578940546
FDT45,OUT049,1511.8648745352675
FDT13,OUT045,2678.647018046256
FDO50,OUT045,2058.4028327749943
NCU18,OUT010,620.1462288190617
NCR54,OUT049,2215.202143413313
NCO18,OUT018,2690.015344454029
FDU09,OUT045,1889.5524879173902
FDT13,OUT018,2690.015344454029
FDE09,OUT046,1741.5185546995972
NCK53,OUT019,560.9513938017886
FDG45,OUT049,2372.236686476271
DRH15,OUT035,1891.3415277651884
FDO21,OUT019,665.5600388401357
FDD14,OUT027,4357.564167945137
FDC09,OUT046,1741.5185546995972
FDH45,OUT027,3462.574137956091
FDV32,OUT046,1511.8648745352675
FDG12,OUT035,2058.4028327749943
FDS32,OUT013,2905.1529344649775
NCL55,OUT018,2988.3802266488597
DRE01,OUT035,2552.469375751121
DRE15,OUT049,1741.5185546995972
NCL42,OUT045,2552.469375751121
FDP31,OUT013,2378.4258839367703
FDN33,OUT018,2310.4652969675276
FDZ59,OUT046,2215.202143413313
FDE45,OUT010,620.1462288190617
FDJ07,OUT013,2507.0468029407252
FDQ45,OUT018,2690.015344454029
FDM33,OUT027,4854.174803091215
FDO15,OUT010,612.7531474763858
FDM46,OUT013,2507.0468029407252
FDR03,OUT045,2552.469375751121
FDY49,OUT018,2690.015344454029
FDQ60,OUT045,2058.4028327749943
FDW10,OUT049,2215.202143413313
FDO51,OUT049,1511.8648745352675
FDJ40,OUT018,2310.4652969675276
FDS20,OUT018,2690.015344454029
FDU45,OUT013,2507.0468029407252
FDV02,OUT035,2680.4360578940546
FDN09,OUT046,2372.236686476271
NCM55,OUT027,4357.564167945137
FDN23,OUT018,2690.015344454029
FDY31,OUT010,620.1462288190617
FDW03,OUT010,612.7531474763858
FDD14,OUT046,2215.202143413313
FDV23,OUT017,2058.4028327749943
DRI03,OUT045,2678.647018046256
FDN13,OUT035,2058.4028327749943
FDF45,OUT027,3462.574137956091
FDU46,OUT035,2058.4028327749943
FDB57,OUT049,2372.236686476271
FDV12,OUT049,1741.5185546995972
FDQ58,OUT013,2905.1529344649775
NCA18,OUT017,2058.4028327749943
FDH52,OUT049,1511.8648745352675
FDM24,OUT018,2690.015344454029
NCP43,OUT027,4357.564167945137
NCO18,OUT019,591.0978155074495
FDM32,OUT017,2058.4028327749943
NCL07,OUT017,1889.5524879173902
FDK03,OUT013,3279.122020033913
FDP59,OUT017,2058.4028327749943
FDQ24,OUT049,2372.236686476271
FDQ16,OUT018,2310.4652969675276
FDU44,OUT013,2905.1529344649775
FDH28,OUT010,605.4702992259897
FDV28,OUT019,559.9386934868253
FDM22,OUT045,1889.5524879173902
FDR56,OUT046,2215.202143413313
FDV39,OUT049,2215.202143413313
FDU37,OUT019,560.9513938017886
FDQ11,OUT010,760.4116001552943
FDX02,OUT045,2552.469375751121
NCS42,OUT018,2310.4652969675276
FDY57,OUT027,3732.6838384437897
FDB21,OUT049,2372.236686476271
FDE28,OUT017,2552.469375751121
FDQ55,OUT017,2058.4028327749943
FDA48,OUT049,2372.236686476271
FDZ19,OUT045,2678.647018046256
NCC43,OUT045,2552.469375751121
NCV18,OUT046,1741.5185546995972
NCA42,OUT018,2690.015344454029
FDY45,OUT046,2372.236686476271
NCC30,OUT045,2678.647018046256
FDM57,OUT013,2507.0468029407252
FDL09,OUT010,620.1462288190617
FDB09,OUT027,3732.6838384437897
FDT44,OUT035,2058.4028327749943
NCT06,OUT027,4357.564167945137
FDX26,OUT049,2215.202143413313
FDK32,OUT013,2905.1529344649775
DRA12,OUT046,2215.202143413313
FDO46,OUT010,620.1462288190617
FDE52,OUT013,2507.0468029407252
NCH42,OUT045,2552.469375751121
FDV08,OUT035,1891.3415277651884
FDB47,OUT018,2988.3802266488597
FDC28,OUT010,612.7531474763858
FDD22,OUT046,1741.5185546995972
FDS07,OUT027,3732.6838384437897
DRI13,OUT045,2552.469375751121
FDG32,OUT018,2988.3802266488597
FDU14,OUT017,2552.469375751121
FDD28,OUT019,559.9386934868253
NCP41,OUT017,2058.4028327749943
FDS08,OUT049,2215.202143413313
FDX47,OUT045,2678.647018046256
FDC53,OUT019,560.9513938017886
FDQ19,OUT035,2552.469375751121
FDL14,OUT045,2678.647018046256
FDM33,OUT019,665.5600388401357
FDA51,OUT045,2058.4028327749943
FDZ27,OUT018,2200.5494371790905
FDT04,OUT046,1511.8648745352675
DRC13,OUT049,1741.5185546995972
FDR16,OUT027,4854.174803091215
FDQ03,OUT027,4854.174803091215
FDE38,OUT035,2680.4360578940546
DRH23,OUT027,3462.574137956091
FDT11,OUT019,591.0978155074495
FDD09,OUT035,2680.4360578940546
FDR40,OUT045,2058.4028327749943
FDX07,OUT017,2678.647018046256
FDR07,OUT035,2058.4028327749943
FDA51,OUT017,2058.4028327749943
FDT59,OUT019,665.5600388401357
FDF20,OUT017,2678.647018046256
FDR13,OUT045,2058.4028327749943
FDY26,OUT049,2372.236686476271
FDW04,OUT017,2058.4028327749943
FDK52,OUT017,2552.469375751121
FDN60,OUT049,2215.202143413313
FDM09,OUT019,591.0978155074495
FDP46,OUT049,1741.5185546995972
FDB50,OUT019,560.9513938017886
NCQ29,OUT049,2372.236686476271
FDP16,OUT027,4854.174803091215
FDX33,OUT018,2690.015344454029
FDP07,OUT010,620.1462288190617
FDN22,OUT046,2372.236686476271
FDF39,OUT049,2372.236686476271
FDS21,OUT017,1889.5524879173902
NCM42,OUT013,2507.0468029407252
FDK50,OUT019,591.0978155074495
DRF13,OUT027,4357.564167945137
FDH35,OUT018,2690.015344454029
FDP60,OUT018,2310.4652969675276
DRJ49,OUT027,3732.6838384437897
NCT42,OUT019,591.0978155074495
FDE38,OUT049,2215.202143413313
FDI04,OUT049,2215.202143413313
NCH54,OUT045,2678.647018046256
FDT56,OUT049,1511.8648745352675
DRD15,OUT018,2988.3802266488597
FDV58,OUT013,2905.1529344649775
FDP21,OUT049,2215.202143413313
FDH05,OUT013,3279.122020033913
FDR10,OUT027,4357.564167945137
NCP06,OUT045,2678.647018046256
FDF33,OUT049,1741.5185546995972
DRK37,OUT013,2905.1529344649775
DRH49,OUT045,2058.4028327749943
FDT58,OUT013,2905.1529344649775
FDD41,OUT018,2310.4652969675276
FDP40,OUT018,2310.4652969675276
FDM51,OUT027,3732.6838384437897
FDO45,OUT010,612.7531474763858
FDW33,OUT010,612.7531474763858
FDY24,OUT045,1889.5524879173902
FDB10,OUT010,760.4116001552943
FDM40,OUT035,2680.4360578940546
NCI06,OUT017,2678.647018046256
FDW12,OUT019,591.0978155074495
FDX48,OUT027,4357.564167945137
NCW05,OUT027,3732.6838384437897
FDX27,OUT017,2058.4028327749943
DRM37,OUT045,2678.647018046256
FDA38,OUT045,2552.469375751121
FDR36,OUT046,1511.8648745352675
FDZ45,OUT046,2215.202143413313
FDG05,OUT017,2678.647018046256
FDK28,OUT013,3279.122020033913
FDV47,OUT045,2058.4028327749943
FDN21,OUT045,2678.647018046256
FDP20,OUT027,3732.6838384437897
FDI35,OUT045,2678.647018046256
DRY23,OUT013,2378.4258839367703
FDA56,OUT017,2058.4028327749943
FDB09,OUT013,2507.0468029407252
NCO26,OUT027,3732.6838384437897
FDQ49,OUT018,2690.015344454029
FDI52,OUT027,3732.6838384437897
FDZ44,OUT027,3732.6838384437897
FDZ09,OUT018,2690.015344454029
FDY03,OUT049,1741.5185546995972
NCG42,OUT017,2058.4028327749943
DRI13,OUT027,4854.174803091215
FDQ32,OUT013,2507.0468029407252
FDW16,OUT035,2058.4028327749943
FDU27,OUT046,1511.8648745352675
FDR28,OUT010,620.1462288190617
FDQ49,OUT010,620.1462288190617
FDS37,OUT046,1741.5185546995972
FDW26,OUT018,2988.3802266488597
FDX12,OUT018,2988.3802266488597
NCP06,OUT013,2905.1529344649775
FDW45,OUT010,620.1462288190617
NCN30,OUT049,1741.5185546995972
FDN24,OUT049,1511.8648745352675
NCL41,OUT027,3462.574137956091
FDR02,OUT019,560.9513938017886
FDD09,OUT010,620.1462288190617
FDS33,OUT010,612.7531474763858
FDU22,OUT045,2058.4028327749943
FDI53,OUT013,2905.1529344649775
DRH01,OUT049,2215.202143413313
FDX32,OUT013,2905.1529344649775
NCP30,OUT018,2200.5494371790905
FDB60,OUT045,2678.647018046256
FDB14,OUT049,1741.5185546995972
NCP02,OUT035,1891.3415277651884
FDJ10,OUT017,2678.647018046256
FDG34,OUT046,1741.5185546995972
NCB18,OUT017,2058.4028327749943
FDM16,OUT049,1511.8648745352675
FDW25,OUT018,2310.4652969675276
FDB35,OUT010,612.7531474763858
DRN11,OUT013,2905.1529344649775
FDF41,OUT019,665.5600388401357
FDH16,OUT045,2058.4028327749943
NCQ50,OUT018,2988.3802266488597
DRH23,OUT018,2200.5494371790905
DRJ37,OUT013,2905.1529344649775
DRJ24,OUT027,4357.564167945137
FDY16,OUT035,2680.4360578940546
FDQ27,OUT045,2058.4028327749943
FDZ33,OUT045,2678.647018046256
FDF29,OUT045,2058.4028327749943
FDA08,OUT049,2215.202143413313
FDG31,OUT046,1511.8648745352675
FDE34,OUT019,591.0978155074495
NCR30,OUT027,3462.574137956091
FDV33,OUT035,2552.469375751121
DRZ24,OUT018,2310.4652969675276
NCL54,OUT035,2680.4360578940546
FDR12,OUT049,2215.202143413313
NCC54,OUT046,2372.236686476271
DRN59,OUT013,2378.4258839367703
FDX50,OUT019,560.9513938017886
FDV31,OUT027,4357.564167945137
NCA29,OUT027,4357.564167945137
FDW60,OUT049,2215.202143413313
FDX08,OUT017,2678.647018046256
DRD49,OUT013,3279.122020033913
FDD33,OUT046,2372.236686476271
FDW35,OUT013,2378.4258839367703
FDJ36,OUT017,2058.4028327749943
FDV51,OUT035,2680.4360578940546
FDW36,OUT046,1741.5185546995972
FDH35,OUT046,2215.202143413313
NCS30,OUT027,3732.6838384437897
FDN49,OUT017,1889.5524879173902
FDL08,OUT018,2988.3802266488597
FDI09,OUT013,3279.122020033913
FDP19,OUT018,2310.4652969675276
FDU21,OUT010,605.4702992259897
NCP41,OUT045,2058.4028327749943
FDY10,OUT013,2507.0468029407252
FDP12,OUT018,2200.5494371790905
NCN26,OUT049,1741.5185546995972
FDK44,OUT013,2905.1529344649775
FDC28,OUT049,1741.5185546995972
FDJ41,OUT027,4854.174803091215
NCT29,OUT035,2058.4028327749943
NCH42,OUT019,665.5600388401357
FDU60,OUT018,2690.015344454029
FDS02,OUT045,2678.647018046256
FDC51,OUT046,1741.5185546995972
FDU03,OUT013,2905.1529344649775
FDX39,OUT045,2552.469375751121
NCY05,OUT010,605.4702992259897
NCL06,OUT027,4854.174803091215
FDD32,OUT035,2058.4028327749943
NCN41,OUT045,2058.4028327749943
NCX53,OUT049,2215.202143413313
FDU57,OUT019,591.0978155074495
FDQ23,OUT046,1741.5185546995972
FDQ52,OUT045,2552.469375751121
FDC14,OUT045,1889.5524879173902
FDY09,OUT035,2680.4360578940546
FDQ28,OUT045,2678.647018046256
FDV25,OUT046,2372.236686476271
FDJ07,OUT035,2058.4028327749943
DRB25,OUT049,1741.5185546995972
FDK52,OUT019,665.5600388401357
FDY52,OUT027,3462.574137956091
FDB28,OUT046,2215.202143413313
FDT36,OUT035,1891.3415277651884
FDV25,OUT017,2552.469375751121
NCN07,OUT027,3732.6838384437897
FDC57,OUT017,2678.647018046256
FDQ03,OUT018,2988.3802266488597
FDU23,OUT017,2678.647018046256
NCX41,OUT035,2552.469375751121
NCD06,OUT035,1891.3415277651884
FDW08,OUT045,2058.4028327749943
NCU29,OUT017,2678.647018046256
NCE06,OUT013,2905.1529344649775
FDV52,OUT010,612.7531474763858
FDB02,OUT017,2678.647018046256
NCR18,OUT045,1889.5524879173902
FDK16,OUT049,1741.5185546995972
NCQ29,OUT010,760.4116001552943
FDZ01,OUT019,560.9513938017886
FDW27,OUT035,2680.4360578940546
FDD17,OUT018,2988.3802266488597
FDW39,OUT013,2905.1529344649775
DRH59,OUT045,1889.5524879173902
FDS52,OUT013,2507.0468029407252
FDU40,OUT027,4357.564167945137
NCF54,OUT013,2905.1529344649775
FDH46,OUT045,2058.4028327749943
NCP14,OUT049,1741.5185546995972
FDH50,OUT049,2215.202143413313
DRF15,OUT010,620.1462288190617
FDV27,OUT027,3732.6838384437897
NCJ06,OUT049,1741.5185546995972
FDN02,OUT018,2988.3802266488597
FDQ51,OUT049,1511.8648745352675
FDQ07,OUT017,2552.469375751121
FDS45,OUT049,1741.5185546995972
NCJ06,OUT045,2058.4028327749943
FDD36,OUT035,2058.4028327749943
FDY25,OUT045,2678.647018046256
FDU52,OUT046,2215.202143413313
DRK47,OUT017,2552.469375751121
NCL30,OUT017,2058.4028327749943
FDN22,OUT035,2552.469375751121
NCF30,OUT027,3732.6838384437897
FDK03,OUT035,2552.469375751121
